neck_angle,trunk_angle,legs_angle,load_kg,upper_arm_angle,lower_arm_angle,wrist_angle,neck_side,trunk_side,legs_walking,shoulder_raised,arm_abducted,leaning,wrist_twisted,activity_static,activity_repeated,activity_rapid_change,coupling_score,score_a,score_b,activity_score,score_c_raw,final_reba_score
47.30618265055877,38.72717896784024,138.77046733917692,7.155915074023206,60.00101880061388,120.75375492702551,0.0,1,1,1,1,1,0,0,1,1,1,3,10,10,3,12,15
-27.15363800302566,8.71570954968276,56.01656468670336,2.488132792490849,-51.72992117621349,37.54648994496659,0.0,0,1,0,0,1,0,0,1,0,0,0,5,4,1,5,6
54.05935110045948,63.10097538010963,19.1697276329466,3.7188822571334748,43.655013150262036,58.97386574542069,0.0,0,1,1,1,1,0,0,0,0,1,3,7,8,1,10,11
64.67158092551654,29.91033958076409,54.79584364198024,21.077305985034332,127.48039465139081,102.50278995912898,0.0,1,1,1,0,0,0,0,1,0,0,0,10,5,1,11,12
12.296232720171467,30.04591550528625,112.27570536188183,13.118110562914165,130.26131068165165,77.96063439938312,0.0,1,1,0,0,1,0,0,1,0,1,0,9,6,2,10,12
31.549307066349108,0.0,3.995889327618837,23.2688869842535,-13.75032870325412,165.01408243411146,0.0,0,0,0,1,0,1,0,0,0,0,1,3,2,0,3,3
13.262409615226119,76.9456057294185,142.23570917462263,5.47033518693717,9.841379161973947,97.27633061228332,0.0,0,0,0,0,0,0,0,1,1,0,2,7,3,2,7,9
2.9752353439025336,23.865083391208625,11.509012641445814,2.0724908644219764,3.4401277303542246,102.74294353071848,0.0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1
69.54729041167819,69.94889565374956,123.4934627045063,1.792699754739606,8.498869608881051,18.835846569033322,0.0,1,0,0,0,1,1,0,0,0,0,2,8,3,0,8,8
2.160467494094225,2.173787506618104,57.50573437141262,5.163845664255183,0.7449404793967696,81.02564593709755,0.0,0,0,0,0,1,1,0,0,0,0,0,3,1,0,2,2
45.21741151615751,41.34613585244419,6.795968858891083,2.2242532471934617,86.30210297484196,127.36576861144125,0.0,0,1,0,0,0,1,0,1,0,0,2,5,4,1,5,6
37.327788742288924,0.0,35.878824078994484,16.444346377243807,-17.180545653138616,155.14143011996717,0.0,0,0,0,1,0,0,0,1,0,0,2,3,4,1,3,4
33.46527214720946,126.52972456623519,64.74357016444627,1.8049920472798755,134.85819578489202,20.11122412910404,0.0,0,1,1,0,1,0,0,0,0,0,0,9,7,0,11,11
13.089112391691293,14.26227133966532,26.107273548478975,2.3194570198802054,8.853093020509274,78.94280196496437,0.0,0,1,0,0,1,0,0,1,0,0,2,2,3,1,2,3
16.714016891593893,29.092701678845714,82.37165457263039,4.773203321105484,-17.832764919047534,143.48089350132904,0.0,1,1,0,1,0,1,0,0,1,0,2,7,3,1,7,8
1.0947954103534536,84.57333891851864,20.25799951652778,3.4913825907442524,-8.012556902511296,49.80338698418407,0.0,1,0,0,0,1,1,0,0,0,0,3,5,4,0,5,5
13.821157517205837,84.87185584898128,50.26960950620487,3.8137867801473835,3.759541193244177,108.36286062486982,0.0,1,0,0,1,0,1,0,0,0,0,2,6,3,0,6,6
44.8018643430207,108.8596699499254,151.1301013119608,6.244620270010261,150.5457506634415,53.69571268779095,0.0,0,0,1,1,1,1,0,1,1,1,3,9,10,3,12,15
-24.753442589139336,52.05034685940588,21.412194633037082,10.862207608790747,-20.13740635663701,116.59761722684595,0.0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,6,6
-35.33177344822361,10.896887992462197,9.705812606085587,0.9915849390289251,43.85449407381531,104.78521042851946,0.0,0,0,0,0,1,1,0,0,0,0,1,3,5,0,4,4
14.863754599710056,88.22959500428283,33.098198275171406,24.069564634169975,57.07472477139389,37.38908109713779,0.0,0,1,1,0,1,1,0,1,1,1,3,9,7,3,11,14
51.81235326972754,110.87521075201907,145.7144286562987,20.995671101871434,50.40679602830045,96.46197612859558,0.0,1,0,0,0,1,1,0,0,1,0,2,10,5,1,11,12
61.555107682210675,6.5446074222657895,134.45391949886564,9.243481965841744,-11.906176052686696,110.36731762768267,0.0,0,1,1,0,0,0,0,0,1,0,1,8,2,1,8,9
-41.64241293888842,28.94050229328667,115.85383662297538,13.288597871118332,-0.025486931323428053,117.10863134980879,0.0,1,1,1,0,1,0,0,1,1,1,1,11,3,3,11,14
-9.863591196238723,68.06166503267441,62.75952573564941,3.0569201911578454,131.16837984405103,47.91436783372389,0.0,1,1,1,0,1,1,0,0,1,0,0,9,5,1,10,11
17.61116452861562,23.54921205125199,51.292185343178005,5.718446646090132,34.529146056276225,79.98523370432437,0.0,0,1,0,1,0,0,0,0,1,0,0,6,3,1,6,7
-22.05422715461687,1.8633978476336925,13.161595650658283,6.637301407655563,91.88875595183592,137.20073295091777,0.0,0,0,0,0,1,0,0,1,0,0,2,4,9,1,8,9
-2.9397022164146307,90.58546839901085,162.27557859078462,20.833561844837583,119.74863239696793,1.79112510162024,0.0,1,1,0,1,1,0,0,1,1,0,3,11,11,2,12,14
-31.99213355598712,9.46063213679963,168.90462788263838,0.17194185966942188,77.09339466665564,108.10477513171945,0.0,0,0,0,0,0,1,0,1,0,1,0,5,2,2,4,6
-41.20934949256087,62.28168235126806,122.19756686327749,7.569985365283513,-30.68296239803307,145.80001480660513,0.0,0,1,0,0,0,0,0,0,0,1,0,9,2,1,9,10
59.51228734291743,10.568554638790788,24.29065784750943,16.759073134658056,8.628900997619269,166.44572951103947,0.0,0,1,0,1,1,1,0,1,0,0,2,6,4,1,7,8
5.7487847030005135,27.397971384560563,10.23905744533964,8.280560488390615,12.720893661369793,152.90317134839276,0.0,0,0,0,1,0,1,0,0,1,0,0,3,1,1,2,3
-14.070582070464457,22.934201963815656,3.5041582881486644,22.939325776189197,136.42726667144754,34.14699024240712,0.0,1,1,1,0,1,1,0,0,1,0,3,9,8,1,11,12
-0.42276880627557534,26.11826505248062,2.3165872549126307,2.7061116429214067,-4.944631126401198,101.78074968159223,0.0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1
-0.005728487258857107,21.345499363110545,4.125142416502479,2.3417306120195303,-0.09283233445620054,102.54012717658503,0.0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,1,1
70.6314242487051,66.98712122107771,37.22070116169796,12.801185725507644,85.27147473004916,129.42853094128523,0.0,0,1,0,1,1,0,0,0,1,1,0,9,7,2,11,13
-9.485048697570518,42.1605713577592,18.189603515720123,0.9631243372779089,72.35524718916207,28.797453741627127,0.0,1,1,0,0,0,0,0,0,0,0,0,6,4,0,7,7
11.420626112708295,47.46608812468841,28.61784289491952,8.40487912399294,125.66585813274133,27.726865445828118,0.0,0,0,0,0,0,1,0,0,0,0,0,3,4,0,3,3
11.2338020378226,0.0,23.393629259927273,3.789251540439667,21.50528352562826,135.03845256575315,0.0,0,0,0,1,1,1,0,0,1,0,1,1,3,1,1,2
-44.50704907214946,15.090505418153597,23.382371476127418,3.7619282381482964,53.48524094446067,82.20675663977126,0.0,0,0,1,1,0,1,0,1,1,0,2,4,5,2,5,7
-28.631537911130263,42.406984097343745,80.16283906892717,20.88640118892141,116.22994895259959,58.72784201360533,0.0,1,0,1,1,0,1,0,1,0,1,0,10,5,2,11,13
-35.43689486960764,111.51455110129271,53.78471549767659,0.33478154323449033,29.870625022389717,72.65006684455005,0.0,1,1,0,0,1,1,0,1,1,1,1,8,2,3,8,11
-19.874293786406312,55.35849168903536,135.38799004533158,21.062371511500587,48.67363152662145,147.6768324809107,0.0,0,0,1,0,0,0,0,0,0,0,3,9,7,0,11,11
1.0570500970735963,7.662292871323745,25.964957947964166,1.9616648425515066,-24.333170836453586,78.65072953609193,0.0,0,0,0,0,0,1,0,0,0,0,1,2,2,0,2,2
13.292740054260419,66.97547972399583,14.108597024139817,4.406484379865237,62.4302311664808,82.87819864850826,0.0,0,0,0,0,0,1,0,0,0,0,2,3,3,0,3,3
-17.48355778889659,81.74585042929193,110.12138206371978,13.686449192568727,89.56886472575586,123.59848668293799,0.0,1,1,0,1,1,0,0,1,1,1,1,11,8,3,12,15
61.472205519232126,39.73628634987875,22.008082864936867,2.9165951310646943,-57.479943461885746,80.03009691420233,0.0,0,1,1,0,0,0,0,1,0,0,2,6,3,1,6,7
72.17929185029688,40.54786333534737,142.0096548342175,0.03787600448459011,-32.044364580154735,156.44507395462693,0.0,0,0,0,0,0,1,0,0,0,1,0,6,1,1,6,7
50.498924185136715,52.06531929510825,9.162947214108437,18.77812997483976,4.754769718680166,140.15904762847134,0.0,0,0,0,0,1,0,0,0,0,0,3,6,5,0,8,8
2.6695541140442316,72.52584589909618,74.38834306516168,17.287148875606256,-16.114357148289983,139.2764453067494,0.0,0,1,0,1,1,0,0,1,1,0,3,9,7,2,11,13
12.66065737715804,7.338024838908225,16.62965087768429,8.995639737781396,0.7273875869534681,81.48907662999092,0.0,0,0,0,0,1,1,0,0,0,0,3,3,4,0,3,3
48.04784071639398,110.2131653174025,63.47150794511975,4.134328756000164,0.5643702627928349,59.28002654735549,0.0,0,0,0,0,1,1,0,1,0,1,1,7,2,2,7,9
47.40843456348671,98.09594668742281,158.84834792365314,3.893461313180325,163.63731274892467,12.189115231126008,0.0,1,0,1,0,1,0,0,1,1,1,1,9,8,3,11,14
-7.872879835481257,93.82020474310369,139.89310992714664,2.6246504221903275,-22.65755499262012,72.47942749646973,0.0,0,1,0,0,1,1,0,0,0,0,2,8,3,0,8,8
62.67858079523664,23.145059373290223,84.22926810105753,19.97664315206851,-50.42570949272694,40.75016076215783,0.0,0,1,0,0,0,1,0,1,0,0,2,9,3,1,9,10
